id,year,statename,pcname,candidate,sex,age,category,party,total,electors,polled,rank,win,alliance
1303,2006,Tamil Nadu,Dharapuram,PRABAVATHI.P,F,38,SC,DMK,55312,,123871,1,1,DMK
1304,2006,Tamil Nadu,Dharapuram,RANGANAYAHI.M.,F,33,SC,AIADMK,50600,,123871,2,0,AIADMK
1305,2006,Tamil Nadu,Dharapuram,JYOTHIPAANDIYAN.K.N.K,M,40,SC,DMDK,11288,,123871,3,0,OTHERS
1306,2006,Tamil Nadu,Dharapuram,SANTHI.E.,F,47,SC,BJP,1949,,123871,4,0,OTHERS
1307,2006,Tamil Nadu,Dharapuram,PONNUSAMY.P.,M,39,SC,IND,1538,,123871,5,0,OTHERS
1308,2006,Tamil Nadu,Dharapuram,JEYA.C.,F,59,SC,BSP,1435,,123871,6,0,OTHERS
1309,2006,Tamil Nadu,Dharapuram,NACHIMUTHU.D.,M,35,SC,IND,917,,123871,7,0,OTHERS
1310,2006,Tamil Nadu,Dharapuram,KULANDAIVELU.M.,M,46,SC,IND,832,,123871,8,0,OTHERS
1311,2006,Tamil Nadu,Vellakoil,SAMINATHAN.M.P,M,41,GEN,DMK,60909,,117618,1,1,DMK
1312,2006,Tamil Nadu,Vellakoil,GANESHAMURTHI.A,M,59,GEN,MDMK,43821,,117618,2,0,AIADMK
1313,2006,Tamil Nadu,Vellakoil,JAGANATHAN.P,M,28,GEN,DMDK,6400,,117618,3,0,OTHERS
1314,2006,Tamil Nadu,Vellakoil,VENGATESH.S.,M,34,GEN,IND,1302,,117618,4,0,OTHERS
1315,2006,Tamil Nadu,Vellakoil,SURIYAMOORTHI.S,M,34,GEN,BJP,1021,,117618,5,0,OTHERS
1316,2006,Tamil Nadu,Vellakoil,SELVARAJ.PON.,M,61,GEN,IND,906,,117618,6,0,OTHERS
1317,2006,Tamil Nadu,Vellakoil,CHELLAMUTHU.P.,M,60,GEN,IND,853,,117618,7,0,OTHERS
1318,2006,Tamil Nadu,Vellakoil,ANNAMALAI.V.,M,37,GEN,IND,498,,117618,8,0,OTHERS
1319,2006,Tamil Nadu,Vellakoil,SELVI.L,F,28,GEN,JD(U),478,,117618,9,0,OTHERS
1320,2006,Tamil Nadu,Vellakoil,ARUMUGAM.K.,M,39,GEN,IND,246,,117618,10,0,OTHERS
1321,2006,Tamil Nadu,Vellakoil,SUGUMARAN.N.,M,48,GEN,IND,235,,117618,11,0,OTHERS
1322,2006,Tamil Nadu,Vellakoil,GANAPATHI.R,M,32,GEN,SP,222,,117618,12,0,OTHERS
1323,2006,Tamil Nadu,Vellakoil,MUNIYAMMAL.M,F,37,GEN,BSP,215,,117618,13,0,OTHERS
1324,2006,Tamil Nadu,Vellakoil,SHANMUGAM.V.,M,38,GEN,IND,205,,117618,14,0,OTHERS
1325,2006,Tamil Nadu,Vellakoil,ANBALAGAN.C.,M,27,GEN,IND,156,,117618,15,0,OTHERS
1326,2006,Tamil Nadu,Vellakoil,CHANDRASEKARAN.C.,M,35,GEN,IND,151,,117618,16,0,OTHERS
1327,2006,Tamil Nadu,Pongalur,MANI.S.,M,46,GEN,DMK,47702,,114351,1,1,DMK
1328,2006,Tamil Nadu,Pongalur,DAMODARAN.P.V,M,61,GEN,AIADMK,47649,,114351,2,0,AIADMK
1329,2006,Tamil Nadu,Pongalur,RAMESH.C.,M,27,GEN,DMDK,7867,,114351,3,0,OTHERS
1330,2006,Tamil Nadu,Pongalur,UTHRAKUMAR.P.,M,34,GEN,BJP,5915,,114351,4,0,OTHERS
1331,2006,Tamil Nadu,Pongalur,GOVINDASAMY.S.,M,57,GEN,IND,2329,,114351,5,0,OTHERS
1332,2006,Tamil Nadu,Pongalur,SATHISHKUMAR.L.,M,29,GEN,SP,1414,,114351,6,0,OTHERS
1333,2006,Tamil Nadu,Pongalur,UMAR ALI.D.,M,39,GEN,IND,758,,114351,7,0,OTHERS
1334,2006,Tamil Nadu,Pongalur,KARTHIKEYAN.PON.,M,36,GEN,IND,717,,114351,8,0,OTHERS
1335,2006,Tamil Nadu,Palladam,VELUSAMY.S.M.,M,52,GEN,AIADMK,73059,,167080,1,1,AIADMK
1336,2006,Tamil Nadu,Palladam,PONMUDI.S.S,M,52,GEN,DMK,67542,,167080,2,0,DMK
1337,2006,Tamil Nadu,Palladam,SUBRAMANIAM.G.,M,46,GEN,DMDK,19697,,167080,3,0,OTHERS
1338,2006,Tamil Nadu,Palladam,THIRUMURTHY.P.M,M,41,GEN,BJP,3492,,167080,4,0,OTHERS
1339,2006,Tamil Nadu,Palladam,MYLSWAMY.S.P.,M,43,GEN,BSP,1226,,167080,5,0,OTHERS
1340,2006,Tamil Nadu,Palladam,RAJENDRAN.A.S.,M,43,GEN,IND,927,,167080,6,0,OTHERS
1341,2006,Tamil Nadu,Palladam,MURUGESAN.K.P.,M,40,GEN,IND,630,,167080,7,0,OTHERS
1342,2006,Tamil Nadu,Palladam,SUBRAMANIAN.M.,M,41,GEN,IND,507,,167080,8,0,OTHERS
1343,2006,Tamil Nadu,Tiruppur,GOVINDASAMY.C,M,52,GEN,CPI(M),106073,,244194,1,1,DMK
1344,2006,Tamil Nadu,Tiruppur,DURAISAMY.S,M,71,GEN,MDMK,94774,,244194,2,0,AIADMK
1345,2006,Tamil Nadu,Tiruppur,PALANISAMY.K,M,39,GEN,DMDK,27217,,244194,3,0,OTHERS
1346,2006,Tamil Nadu,Tiruppur,KARTHIKKEYEAN.A.M,M,40,GEN,BJP,9476,,244194,4,0,OTHERS
1347,2006,Tamil Nadu,Tiruppur,SHANGER.M,M,45,GEN,IND,1609,,244194,5,0,OTHERS
1348,2006,Tamil Nadu,Tiruppur,SUKUMARAN.K,M,52,GEN,SP,1004,,244194,6,0,OTHERS
1349,2006,Tamil Nadu,Tiruppur,VENKATESAN.B,M,39,GEN,IND,966,,244194,7,0,OTHERS
1350,2006,Tamil Nadu,Tiruppur,LINGASAMY.A,M,45,GEN,IND,781,,244194,8,0,OTHERS
1351,2006,Tamil Nadu,Tiruppur,MOORTHI.K,M,41,GEN,IND,622,,244194,9,0,OTHERS
1352,2006,Tamil Nadu,Tiruppur,SUNDARAPANDIYAN.S,M,45,GEN,AIFB(S),616,,244194,10,0,OTHERS
1353,2006,Tamil Nadu,Tiruppur,ALAGAPPAN PERIASAMY,M,39,GEN,IND,444,,244194,11,0,OTHERS
1354,2006,Tamil Nadu,Tiruppur,BALAJI.K,M,44,GEN,IND,361,,244194,12,0,OTHERS
1355,2006,Tamil Nadu,Tiruppur,SHANMUGAM.V.G,M,48,GEN,IND,251,,244194,13,0,OTHERS
1356,2006,Tamil Nadu,Kangayam,SEKAR.S,M,39,GEN,INC,56946,,123559,1,1,DMK
1357,2006,Tamil Nadu,Kangayam,PALANISWAMI.N.M.S,M,56,GEN,AIADMK,49650,,123559,2,0,AIADMK
1358,2006,Tamil Nadu,Kangayam,KUMARASAMY.P,M,48,GEN,DMDK,11354,,123559,3,0,OTHERS
1359,2006,Tamil Nadu,Kangayam,SUBRAMANIYAM.K,M,44,GEN,JD(U),1883,,123559,4,0,OTHERS
1360,2006,Tamil Nadu,Kangayam,RAJENDRAN.P,M,36,GEN,IND,1443,,123559,5,0,OTHERS
1361,2006,Tamil Nadu,Kangayam,PERUMAL.K,M,73,GEN,BSP,1081,,123559,6,0,OTHERS
1362,2006,Tamil Nadu,Kangayam,PALANISAMY.K,M,41,GEN,IND,665,,123559,7,0,OTHERS
1363,2006,Tamil Nadu,Kangayam,SEKAR.M,M,29,GEN,IND,292,,123559,8,0,OTHERS
1364,2006,Tamil Nadu,Kangayam,KAMATCHIDEVI.S,F,35,GEN,IND,245,,123559,9,0,OTHERS
1365,2006,Tamil Nadu,Modakurichi,PALANISAMI.R.M,M,47,GEN,INC,64625,,146507,1,1,DMK
1366,2006,Tamil Nadu,Modakurichi,NAMACHIVAYAM.V.P,M,54,GEN,AIADMK,60765,,146507,2,0,AIADMK
1367,2006,Tamil Nadu,Modakurichi,VICTORIA.B,F,30,GEN,DMDK,10711,,146507,3,0,OTHERS
1368,2006,Tamil Nadu,Modakurichi,NALLASAMY.P,M,44,GEN,BJP,3303,,146507,4,0,OTHERS
1369,2006,Tamil Nadu,Modakurichi,THANGAVEL.K.S,M,43,GEN,IND,1076,,146507,5,0,OTHERS
1370,2006,Tamil Nadu,Modakurichi,SELLADURAI.K,M,38,GEN,IND,1033,,146507,6,0,OTHERS
1371,2006,Tamil Nadu,Modakurichi,GOVINDASAMY.S,M,28,GEN,BSP,929,,146507,7,0,OTHERS
1372,2006,Tamil Nadu,Modakurichi,POOVAI.G,F,52,GEN,IND,708,,146507,8,0,OTHERS
1373,2006,Tamil Nadu,Modakurichi,NATARASAN.K.M,M,38,GEN,NCP,701,,146507,9,0,OTHERS
1374,2006,Tamil Nadu,Modakurichi,MARIMUTHU.N,M,56,GEN,IND,661,,146507,10,0,OTHERS
1375,2006,Tamil Nadu,Modakurichi,SELVARAJ.M,M,26,GEN,IND,529,,146507,11,0,OTHERS
1376,2006,Tamil Nadu,Modakurichi,KATHIRVEL.S.K,M,30,GEN,IND,373,,146507,12,0,OTHERS
1377,2006,Tamil Nadu,Modakurichi,MAYILSAMY.K,M,27,GEN,IND,301,,146507,13,0,OTHERS
1378,2006,Tamil Nadu,Modakurichi,GUNASEKARAN.T.K,M,44,GEN,IND,294,,146507,14,0,OTHERS
1379,2006,Tamil Nadu,Modakurichi,SEGANATHAN.M,M,41,GEN,IND,289,,146507,15,0,OTHERS
1380,2006,Tamil Nadu,Modakurichi,SADAIAPPAN.C,M,77,GEN,IND,209,,146507,16,0,OTHERS
1381,2006,Tamil Nadu,Perundurai,PONNUDURAI.C,M,46,GEN,AIADMK,59631,,137506,1,1,AIADMK
1382,2006,Tamil Nadu,Perundurai,PERIYASAMY.N,M,48,GEN,CPI,51053,,137506,2,0,DMK
1383,2006,Tamil Nadu,Perundurai,RAVICHANDRAN.M,M,35,GEN,DMDK,18212,,137506,3,0,OTHERS
1384,2006,Tamil Nadu,Perundurai,SHRIGANDHEESWARAN.T,M,31,GEN,BJP,1960,,137506,4,0,OTHERS
1385,2006,Tamil Nadu,Perundurai,PALANISAM.R,M,39,GEN,IND,1447,,137506,5,0,OTHERS
1386,2006,Tamil Nadu,Perundurai,DEVADASAN.B,M,47,GEN,JD(U),1136,,137506,6,0,OTHERS
1387,2006,Tamil Nadu,Perundurai,KRISHNAMOORTHY.K,M,32,GEN,IND,1066,,137506,7,0,OTHERS
1388,2006,Tamil Nadu,Perundurai,SUBRAMANIAM.M.M.S,M,25,GEN,BSP,850,,137506,8,0,OTHERS
1389,2006,Tamil Nadu,Perundurai,SAMINATHAN.R,M,27,GEN,IND,605,,137506,9,0,OTHERS
1390,2006,Tamil Nadu,Perundurai,SUBRAMANIAM.V.P,M,54,GEN,IND,560,,137506,10,0,OTHERS
1391,2006,Tamil Nadu,Perundurai,PALANISAMY.M.S,M,48,GEN,NCP,500,,137506,11,0,OTHERS
1392,2006,Tamil Nadu,Perundurai,DHANDAPANI.A,M,70,GEN,SP,486,,137506,12,0,OTHERS
1393,2006,Tamil Nadu,Erode,RAAJA.NKK.P,M,40,GEN,DMK,94938,,214918,1,1,DMK
1394,2006,Tamil Nadu,Erode,SIVAKUMAR.E.R,M,46,GEN,AIADMK,84107,,214918,2,0,AIADMK
1395,2006,Tamil Nadu,Erode,CHANDHIRAKUMAR.V.C,M,38,GEN,DMDK,29011,,214918,3,0,OTHERS
1396,2006,Tamil Nadu,Erode,CHAIRMAN.PON,M,53,GEN,BJP,1588,,214918,4,0,OTHERS
1397,2006,Tamil Nadu,Erode,PALANISAMY.K,M,42,GEN,IND,1585,,214918,5,0,OTHERS
1398,2006,Tamil Nadu,Erode,MUTHUKUMAR.R,M,31,GEN,IND,1320,,214918,6,0,OTHERS
1399,2006,Tamil Nadu,Erode,SELLADURAI.K,M,28,GEN,BSP,581,,214918,7,0,OTHERS
1400,2006,Tamil Nadu,Erode,SEKARAN.R,M,55,GEN,IND,398,,214918,8,0,OTHERS
1401,2006,Tamil Nadu,Erode,SUKUMARAN.PON,M,47,GEN,IND,261,,214918,9,0,OTHERS
1402,2006,Tamil Nadu,Erode,BALAN.R,M,34,GEN,AIFB,253,,214918,10,0,OTHERS
1403,2006,Tamil Nadu,Erode,TAMILRASU.M,M,43,GEN,IND,225,,214918,11,0,OTHERS
1404,2006,Tamil Nadu,Erode,SEERANGAN.A,M,41,GEN,IND,177,,214918,12,0,OTHERS
1405,2006,Tamil Nadu,Erode,CHRISTURAJ.M,M,46,GEN,IND,140,,214918,13,0,OTHERS
1406,2006,Tamil Nadu,Erode,KARNAN,M,30,GEN,IND,129,,214918,14,0,OTHERS
1407,2006,Tamil Nadu,Erode,SADHASIVAM.D,M,39,GEN,IND,125,,214918,15,0,OTHERS
1408,2006,Tamil Nadu,Erode,KARTHIKEYAN.M,M,28,GEN,IND,80,,214918,16,0,OTHERS
1409,2006,Tamil Nadu,Bhavani,K V RAMANATHAN,M,43,GEN,PMK,52603,,126612,1,1,DMK
1410,2006,Tamil Nadu,Bhavani,KARUPPANAN.K.C,M,49,GEN,AIADMK,47500,,126612,2,0,AIADMK
1411,2006,Tamil Nadu,Bhavani,GOPAL.P,M,33,GEN,DMDK,17001,,126612,3,0,OTHERS
1412,2006,Tamil Nadu,Bhavani,PALANISAMY K.A.P,M,48,GEN,BJP,1971,,126612,4,0,OTHERS
1413,2006,Tamil Nadu,Bhavani,ARULJOTHI.P.K,M,39,GEN,IND,1549,,126612,5,0,OTHERS
1414,2006,Tamil Nadu,Bhavani,PERUMAL.V.M,M,47,GEN,IND,1540,,126612,6,0,OTHERS
1415,2006,Tamil Nadu,Bhavani,RANGASAMY.P,M,26,GEN,IND,1087,,126612,7,0,OTHERS
1416,2006,Tamil Nadu,Bhavani,KANDASAMY.S.K,M,41,GEN,BSP,971,,126612,8,0,OTHERS
1417,2006,Tamil Nadu,Bhavani,RAJU.E,M,36,GEN,IND,969,,126612,9,0,OTHERS
1418,2006,Tamil Nadu,Bhavani,PERUMAL.C,M,37,GEN,IND,632,,126612,10,0,OTHERS
1419,2006,Tamil Nadu,Bhavani,THIYAGARAJAN.M,M,38,GEN,IND,351,,126612,11,0,OTHERS
1420,2006,Tamil Nadu,Bhavani,SELVAM.C,M,41,GEN,IND,220,,126612,12,0,OTHERS
1421,2006,Tamil Nadu,Bhavani,KANNAIYAN.K.M,M,55,GEN,IND,218,,126612,13,0,OTHERS
1422,2006,Tamil Nadu,Andhiyur,GURUSAMY.S,M,53,SC,DMK,57043,,111198,1,1,DMK
1423,2006,Tamil Nadu,Andhiyur,SUBRAMANIAM.M,M,38,SC,AIADMK,37300,,111198,2,0,AIADMK
1424,2006,Tamil Nadu,Andhiyur,JAGADEESWARAN.P,M,45,SC,DMDK,11574,,111198,3,0,OTHERS
1425,2006,Tamil Nadu,Andhiyur,RAJU.P,M,36,SC,IND,1763,,111198,4,0,OTHERS
1426,2006,Tamil Nadu,Andhiyur,PALANISAMY.V,M,52,SC,BJP,1446,,111198,5,0,OTHERS
1427,2006,Tamil Nadu,Andhiyur,MANNATHAN.P,M,30,SC,IND,784,,111198,6,0,OTHERS
1428,2006,Tamil Nadu,Andhiyur,GURUSAMY.P,M,30,SC,IND,709,,111198,7,0,OTHERS
1429,2006,Tamil Nadu,Andhiyur,GURUVAN.G,M,39,SC,IND,579,,111198,8,0,OTHERS
1430,2006,Tamil Nadu,Gobichettipalayam,SENGOTTAIYAN.K.A,M,59,GEN,AIADMK,55181,,121516,1,1,AIADMK
1431,2006,Tamil Nadu,Gobichettipalayam,V.MANIMARAN.G.V,M,40,GEN,DMK,51162,,121516,2,0,DMK
1432,2006,Tamil Nadu,Gobichettipalayam,NATARAJAN.G.S,M,39,GEN,DMDK,10875,,121516,3,0,OTHERS
1433,2006,Tamil Nadu,Gobichettipalayam,RANGASAMY.R,M,49,GEN,IND,1518,,121516,4,0,OTHERS
1434,2006,Tamil Nadu,Gobichettipalayam,VELLIANGIRI.R,M,30,GEN,BJP,1399,,121516,5,0,OTHERS
1435,2006,Tamil Nadu,Gobichettipalayam,PERIYASAMY.T,M,28,GEN,BSP,903,,121516,6,0,OTHERS
1436,2006,Tamil Nadu,Gobichettipalayam,MINIYAN,M,51,GEN,IND,478,,121516,7,0,OTHERS
1437,2006,Tamil Nadu,Bhavanisagar,SUBRAMANIAM.O,M,55,GEN,DMK,65055,,128086,1,1,DMK
1438,2006,Tamil Nadu,Bhavanisagar,SINDU RAVICHANDARAN,M,40,GEN,AIADMK,45039,,128086,2,0,AIADMK
1439,2006,Tamil Nadu,Bhavanisagar,SUBRAMANIAN.K,M,35,GEN,DMDK,10399,,128086,3,0,OTHERS
1440,2006,Tamil Nadu,Bhavanisagar,ARUMUGAN,M,41,GEN,IND,2440,,128086,4,0,OTHERS
1441,2006,Tamil Nadu,Bhavanisagar,VENKATRAJ,M,36,GEN,IND,1782,,128086,5,0,OTHERS
1442,2006,Tamil Nadu,Bhavanisagar,THAMARAIMANALAN.P,M,35,GEN,BJP,1567,,128086,6,0,OTHERS
1443,2006,Tamil Nadu,Bhavanisagar,VEERAN,M,40,GEN,IND,966,,128086,7,0,OTHERS
1444,2006,Tamil Nadu,Bhavanisagar,RANGASAMY.V.T,M,42,GEN,BSP,439,,128086,8,0,OTHERS
1445,2006,Tamil Nadu,Bhavanisagar,PARAMESWARAMURTHY.M,M,43,GEN,IND,399,,128086,9,0,OTHERS
1446,2006,Tamil Nadu,Sathyamangalam,DHARMALINGAM.L.P,M,47,GEN,DMK,56035,,121465,1,1,DMK
1447,2006,Tamil Nadu,Sathyamangalam,SUBRAMANIAM.T.K,M,64,GEN,MDMK,40141,,121465,2,0,AIADMK
1448,2006,Tamil Nadu,Sathyamangalam,MANOHARAN.D.,M,37,GEN,DMDK,15596,,121465,3,0,OTHERS
1449,2006,Tamil Nadu,Sathyamangalam,SIVAKUMAR.S.N.R,M,35,GEN,BJP,3711,,121465,4,0,OTHERS
1450,2006,Tamil Nadu,Sathyamangalam,RAMALINGAN. N.S.,M,51,GEN,IND,2112,,121465,5,0,OTHERS
1451,2006,Tamil Nadu,Sathyamangalam,PALANISAMY.R.,M,49,GEN,SP,1775,,121465,6,0,OTHERS
1452,2006,Tamil Nadu,Sathyamangalam,SELVAN.K.,M,33,GEN,IND,1124,,121465,7,0,OTHERS
1453,2006,Tamil Nadu,Sathyamangalam,GOPAL.B.,M,26,GEN,IND,971,,121465,8,0,OTHERS
1454,2006,Tamil Nadu,Coonoor,"SOUNDARAPANDIAN,A",M,39,SC,DMK,45303,,95666,1,1,DMK
1455,2006,Tamil Nadu,Coonoor,"SELVARAJ,M",M,54,SC,AIADMK,39589,,95666,2,0,AIADMK
1456,2006,Tamil Nadu,Coonoor,"CHIDAMBARAM,V",M,42,SC,DMDK,7227,,95666,3,0,OTHERS
1457,2006,Tamil Nadu,Coonoor,"ANBARASAN (ALIAS) ANBU,D",M,42,SC,BJP,1729,,95666,4,0,OTHERS
1458,2006,Tamil Nadu,Coonoor,"RAMACHANDRAN,P",M,35,SC,IND,594,,95666,5,0,OTHERS
1459,2006,Tamil Nadu,Coonoor,"THEINMATHI,P",F,36,SC,BSP,569,,95666,6,0,OTHERS
1460,2006,Tamil Nadu,Coonoor,"ANNAKILI,A",F,41,SC,IND,405,,95666,7,0,OTHERS
1461,2006,Tamil Nadu,Coonoor,"ARUMUGAM,P",M,55,SC,AIFB,250,,95666,8,0,OTHERS
1462,2006,Tamil Nadu,Ootacamund,GOPALAN.B,M,60,GEN,INC,45551,,95797,1,1,DMK
1463,2006,Tamil Nadu,Ootacamund,"DORAI,K.N",M,52,GEN,AIADMK,40992,,95797,2,0,AIADMK
1464,2006,Tamil Nadu,Ootacamund,BENJAMIN JACOB.J,M,41,GEN,DMDK,4963,,95797,3,0,OTHERS
1465,2006,Tamil Nadu,Ootacamund,MURUGESAN.R,M,45,GEN,BJP,1499,,95797,4,0,OTHERS
1466,2006,Tamil Nadu,Ootacamund,ANAND KUMAR.J,M,38,GEN,AIFB,932,,95797,5,0,OTHERS
1467,2006,Tamil Nadu,Ootacamund,SASI KUMAR.A,M,35,GEN,IND,758,,95797,6,0,OTHERS
1468,2006,Tamil Nadu,Ootacamund,"KRISHNAN,R",M,41,GEN,IND,498,,95797,7,0,OTHERS
1469,2006,Tamil Nadu,Ootacamund,"PUKALENTHI,K",M,44,GEN,BSP,427,,95797,8,0,OTHERS
1470,2006,Tamil Nadu,Ootacamund,"SUBRAMANIAN,K",M,39,GEN,LJP,177,,95797,9,0,OTHERS
1471,2006,Tamil Nadu,Gudalur,"RAMACHANDHIRAN,K",M,55,GEN,DMK,74147,,143352,1,1,DMK
1472,2006,Tamil Nadu,Gudalur,"MILLAR,A",M,51,GEN,AIADMK,53915,,143352,2,0,AIADMK
1473,2006,Tamil Nadu,Gudalur,"KRISHNAMURTHY,L",M,31,GEN,DMDK,7935,,143352,3,0,OTHERS
1474,2006,Tamil Nadu,Gudalur,"KUMARAN,B",M,45,GEN,BJP,4270,,143352,4,0,OTHERS
1475,2006,Tamil Nadu,Gudalur,"JOHNSON,V.S",M,61,GEN,IND,1030,,143352,5,0,OTHERS
1476,2006,Tamil Nadu,Gudalur,"RAJAMMAL,M",F,35,GEN,IND,828,,143352,6,0,OTHERS
1477,2006,Tamil Nadu,Gudalur,"DEVADASS,I",M,58,GEN,IND,753,,143352,7,0,OTHERS
1478,2006,Tamil Nadu,Gudalur,"DURAISWAMY,V",M,61,GEN,IND,474,,143352,8,0,OTHERS
1479,2006,Tamil Nadu,Palani,ANBALAKAN.M,M,48,SC,DMK,57181,,120386,1,1,DMK
1480,2006,Tamil Nadu,Palani,PREMA.S,F,29,SC,AIADMK,46272,,120386,2,0,AIADMK
1481,2006,Tamil Nadu,Palani,SUNDARAM P.K,M,30,SC,DMDK,11369,,120386,3,0,OTHERS
1482,2006,Tamil Nadu,Palani,CHINNAPPAN @ RAJENDRAN,M,46,SC,BJP,1651,,120386,4,0,OTHERS
1483,2006,Tamil Nadu,Palani,PERIASAMY. S,M,55,SC,IND,1580,,120386,5,0,OTHERS
1484,2006,Tamil Nadu,Palani,VIJAYAKUMAR. S,M,28,SC,BSP,849,,120386,6,0,OTHERS
1485,2006,Tamil Nadu,Palani,SAMYKANNU.P,M,29,SC,IND,478,,120386,7,0,OTHERS
1486,2006,Tamil Nadu,Palani,THUNDAIYAN.K,M,61,SC,IND,418,,120386,8,0,OTHERS
1487,2006,Tamil Nadu,Palani,KUMAR.K,M,25,SC,IND,319,,120386,9,0,OTHERS
1488,2006,Tamil Nadu,Palani,KUPPUSAMY.M,M,35,SC,IND,269,,120386,10,0,OTHERS
1489,2006,Tamil Nadu,Oddanchatram,SAKKARAPANI.R,M,45,GEN,DMK,63811,,118896,1,1,DMK
1490,2006,Tamil Nadu,Oddanchatram,NALLASAMY.K.P,M,44,GEN,AIADMK,43908,,118896,2,0,AIADMK
1491,2006,Tamil Nadu,Oddanchatram,BALASUBRAMANI.S,M,41,GEN,DMDK,5457,,118896,3,0,OTHERS
1492,2006,Tamil Nadu,Oddanchatram,KARUPPUSAMY.P,M,29,GEN,BJP,1642,,118896,4,0,OTHERS
1493,2006,Tamil Nadu,Oddanchatram,MURUGAN.S,M,34,GEN,IND,1199,,118896,5,0,OTHERS
1494,2006,Tamil Nadu,Oddanchatram,INBARAJA. M,M,38,GEN,AIFB,739,,118896,6,0,OTHERS
1495,2006,Tamil Nadu,Oddanchatram,CHELLAMUTHU. K,M,41,GEN,IND,595,,118896,7,0,OTHERS
1496,2006,Tamil Nadu,Oddanchatram,SIVASUBRAMANI.S,M,29,GEN,IND,514,,118896,8,0,OTHERS
1497,2006,Tamil Nadu,Oddanchatram,SURESH. M,M,26,GEN,IND,460,,118896,9,0,OTHERS
1498,2006,Tamil Nadu,Oddanchatram,SRINIVASAN.P,M,30,GEN,IND,286,,118896,10,0,OTHERS
1499,2006,Tamil Nadu,Oddanchatram,SADAYAPPAN.K,M,45,GEN,IND,150,,118896,11,0,OTHERS
1500,2006,Tamil Nadu,Oddanchatram,SHANMUGAVEL. P,M,50,GEN,IND,135,,118896,12,0,OTHERS
1501,2006,Tamil Nadu,Periyakulam,PANNEER SELVAM.O,M,56,GEN,AIADMK,68345,,137287,1,1,AIADMK
1502,2006,Tamil Nadu,Periyakulam,MOOKAIAH.L,M,61,GEN,DMK,53511,,137287,2,0,DMK
1503,2006,Tamil Nadu,Periyakulam,ABDUL KATHER.M,M,59,GEN,DMDK,11105,,137287,3,0,OTHERS
1504,2006,Tamil Nadu,Periyakulam,RAJAPANDIYAN.P,M,32,GEN,BJP,1097,,137287,4,0,OTHERS
1505,2006,Tamil Nadu,Periyakulam,SENTHIL KUMAR G,M,27,GEN,BSP,907,,137287,5,0,OTHERS
1506,2006,Tamil Nadu,Periyakulam,RAJA.K.S,M,43,GEN,IND,490,,137287,6,0,OTHERS
1507,2006,Tamil Nadu,Periyakulam,RAJAGOPAL.C,M,36,GEN,IND,440,,137287,7,0,OTHERS
1508,2006,Tamil Nadu,Periyakulam,JAWAHAR.N,M,41,GEN,IND,386,,137287,8,0,OTHERS
1509,2006,Tamil Nadu,Periyakulam,ANANDA MURUGAN.T,M,25,GEN,AIFB,294,,137287,9,0,OTHERS
1510,2006,Tamil Nadu,Periyakulam,POMMURASU.M,M,46,GEN,IND,174,,137287,10,0,OTHERS
1511,2006,Tamil Nadu,Periyakulam,PANNEER SELVAM.P,M,43,GEN,IND,128,,137287,11,0,OTHERS
1512,2006,Tamil Nadu,Periyakulam,PERIYA SUBBAIYAN.P,M,59,GEN,IND,126,,137287,12,0,OTHERS
1513,2006,Tamil Nadu,Periyakulam,SELVAMANI RAJENDRAN,F,39,GEN,IND,88,,137287,13,0,OTHERS
1514,2006,Tamil Nadu,Periyakulam,PARAMASIVAM.T,M,26,GEN,IND,85,,137287,14,0,OTHERS
1515,2006,Tamil Nadu,Periyakulam,ABDUL RAHIM.S,M,52,GEN,IND,57,,137287,15,0,OTHERS
1516,2006,Tamil Nadu,Periyakulam,SIVAKUMAR.A,M,30,GEN,IND,54,,137287,16,0,OTHERS
1517,2006,Tamil Nadu,Theni,GANESAN RD,M,43,GEN,AIADMK,62194,,136690,1,1,AIADMK
1518,2006,Tamil Nadu,Theni,"DR. RAJKUMAR, N.R.T",M,61,GEN,INC,55211,,136690,2,0,DMK
1519,2006,Tamil Nadu,Theni,MURUGESAN P,M,43,GEN,DMDK,12425,,136690,3,0,OTHERS
1520,2006,Tamil Nadu,Theni,LOGANDURAI P,M,50,GEN,BJP,2930,,136690,4,0,OTHERS
1521,2006,Tamil Nadu,Theni,CHINNAPANDI M,M,42,GEN,BSP,1075,,136690,5,0,OTHERS
1522,2006,Tamil Nadu,Theni,VEERANAN A,M,58,GEN,IND,945,,136690,6,0,OTHERS
1523,2006,Tamil Nadu,Theni,SUBRAMANI P,M,33,GEN,IND,494,,136690,7,0,OTHERS
1524,2006,Tamil Nadu,Theni,PALPANDIAN.N,M,36,GEN,SP,402,,136690,8,0,OTHERS
1525,2006,Tamil Nadu,Theni,MURUGAN M,M,29,GEN,IND,274,,136690,9,0,OTHERS
1526,2006,Tamil Nadu,Theni,VOLTAIRE M J,M,38,GEN,IND,231,,136690,10,0,OTHERS
1527,2006,Tamil Nadu,Theni,KANNIARAJ K,M,78,GEN,IND,215,,136690,11,0,OTHERS
1528,2006,Tamil Nadu,Theni,PALPANDIAN M,M,26,GEN,IND,162,,136690,12,0,OTHERS
1529,2006,Tamil Nadu,Theni,PANDIAN M,M,41,GEN,IND,132,,136690,13,0,OTHERS
1530,2006,Tamil Nadu,Bodinayakkanur,LAKSHMANAN S,M,34,GEN,DMK,51474,,117347,1,1,DMK
