id,year,statename,pcname,candidate,sex,age,category,party,general,postal,total,electors,polled,rank,win,alliance
51,2016,Puducherry,Mangalam,DR. K.A. MAGADEVAN,M,SC,34,AgIMK,,,33,34831,31294,14,0,Others
52,2016,Puducherry,Mangalam,N. KASINATHAN,M,GEN,43,IJK,,,19,34831,31294,15,0,Others
53,2016,Puducherry,Villianur,A. NAMASSIVAYAM,M,GEN,47,INC,,,18009,36772,31545,1,1,UPA
54,2016,Puducherry,Villianur,JAYAKUMAR,M,GEN,63,AINRC,,,9728,36772,31545,2,0,AINRC
55,2016,Puducherry,Villianur,A. MOHAMAD HALID,M,GEN,36,VCK,,,1598,36772,31545,3,0,Others
56,2016,Puducherry,Villianur,V. SUBRAMANIAN,M,GEN,53,ADMK,,,704,36772,31545,4,0,Others
57,2016,Puducherry,Villianur,None of the Above,NULL,NULL,NULL,NOTA,,,445,36772,31545,5,0,Others
58,2016,Puducherry,Villianur,S. MOHANKUMAR,M,GEN,41,BJP,,,361,36772,31545,6,0,Others
59,2016,Puducherry,Villianur,A. RABICK MANSURE,M,GEN,35,SDPI,,,195,36772,31545,7,0,Others
60,2016,Puducherry,Villianur,R. MURUGAN,M,GEN,38,PMK,,,114,36772,31545,8,0,Others
61,2016,Puducherry,Villianur,DAVID SOURESH DE REMY,M,GEN,45,ntk,,,103,36772,31545,9,0,Others
62,2016,Puducherry,Villianur,E.J. RAMACHANDRRAN,M,GEN,34,IND,,,90,36772,31545,10,0,Others
63,2016,Puducherry,Villianur,A.G. PATHIMARAJ,M,GEN,30,BSP,,,71,36772,31545,11,0,Others
64,2016,Puducherry,Villianur,S. MASCO,M,GEN,36,IND,,,67,36772,31545,12,0,Others
65,2016,Puducherry,Villianur,P. KATHIRAVAN,M,GEN,40,IND,,,27,36772,31545,13,0,Others
66,2016,Puducherry,Villianur,S. JOHN BOSCO,M,GEN,40,IJK,,,21,36772,31545,14,0,Others
67,2016,Puducherry,Ozhukarai,MNR. BALAN,M,GEN,51,INC,,,14703,37366,30851,1,1,UPA
68,2016,Puducherry,Ozhukarai,N.G. PANNIRSELVAM,M,GEN,54,AINRC,,,7596,37366,30851,2,0,AINRC
69,2016,Puducherry,Ozhukarai,M. SIVASANKAR,M,GEN,55,ADMK,,,3958,37366,30851,3,0,Others
70,2016,Puducherry,Ozhukarai,T. SAMPATHKUMAR,M,GEN,51,IND,,,1406,37366,30851,4,0,Others
71,2016,Puducherry,Ozhukarai,A. DEVASAGAYAM,M,GEN,49,CPI,,,1199,37366,30851,5,0,Others
72,2016,Puducherry,Ozhukarai,K. AKILAN,M,GEN,38,BJP,,,629,37366,30851,6,0,Others
73,2016,Puducherry,Ozhukarai,None of the Above,NULL,NULL,NULL,NOTA,,,579,37366,30851,7,0,Others
74,2016,Puducherry,Ozhukarai,A. IRUDAYANATHAN,M,GEN,64,ntk,,,193,37366,30851,8,0,Others
75,2016,Puducherry,Ozhukarai,R. MURUGAN,M,GEN,31,PMK,,,174,37366,30851,9,0,Others
76,2016,Puducherry,Ozhukarai,G. SHANMUGAM,M,GEN,52,IND,,,135,37366,30851,10,0,Others
77,2016,Puducherry,Ozhukarai,K. SAKTHIVEL,M,GEN,31,IND,,,66,37366,30851,11,0,Others
78,2016,Puducherry,Ozhukarai,N. BALU,M,GEN,45,IND,,,61,37366,30851,12,0,Others
79,2016,Puducherry,Ozhukarai,A. GOWRISANKAR,M,GEN,42,IND,,,47,37366,30851,13,0,Others
80,2016,Puducherry,Ozhukarai,S. SATHIYAVEL,M,GEN,42,IJK,,,22,37366,30851,14,0,Others
81,2016,Puducherry,Ozhukarai,S. SENTHILKUMAR,M,GEN,29,IND,,,20,37366,30851,15,0,Others
82,2016,Puducherry,Ozhukarai,V. GANDHIMATHISREE,F,GEN,42,IND,,,19,37366,30851,16,0,Others
83,2016,Puducherry,Ozhukarai,J. RAGUPATHI,M,GEN,53,IND,,,17,37366,30851,17,0,Others
84,2016,Puducherry,Ozhukarai,G. GUNASEELAN,M,GEN,49,IND,,,14,37366,30851,18,0,Others
85,2016,Puducherry,Kadirgamam,N.S.J. JAYABAL @ AYYANAR,M,GEN,52,AINRC,,,11690,33083,27032,1,1,AINRC
86,2016,Puducherry,Kadirgamam,S. RAMESH,M,GEN,37,IND,,,7888,33083,27032,2,0,Others
87,2016,Puducherry,Kadirgamam,A. SIVASHANMUGAM,M,GEN,52,INC,,,2601,33083,27032,3,0,UPA
88,2016,Puducherry,Kadirgamam,V. MOUROUGAYAN,M,GEN,49,IND,,,1538,33083,27032,4,0,Others
89,2016,Puducherry,Kadirgamam,M.R. GOVINDAN,M,GEN,50,ADMK,,,1043,33083,27032,5,0,Others
90,2016,Puducherry,Kadirgamam,None of the Above,NULL,NULL,NULL,NOTA,,,897,33083,27032,6,0,Others
91,2016,Puducherry,Kadirgamam,R. SOMASUNDARAM,M,GEN,71,BJP,,,673,33083,27032,7,0,Others
92,2016,Puducherry,Kadirgamam,D. RAMESH,M,GEN,41,ntk,,,265,33083,27032,8,0,Others
93,2016,Puducherry,Kadirgamam,S. RADHAKRISHNAN,M,GEN,54,PMK,,,250,33083,27032,9,0,Others
94,2016,Puducherry,Kadirgamam,K. EZHUMALAI,M,GEN,35,DMDK,,,129,33083,27032,10,0,Others
95,2016,Puducherry,Kadirgamam,S. MURUGESAN,M,GEN,43,IJK,,,39,33083,27032,11,0,Others
96,2016,Puducherry,Indira Nagar,N. RANGASAMY,M,GEN,67,AINRC,,,15463,34534,29351,1,1,AINRC
97,2016,Puducherry,Indira Nagar,V. AROUMOUGAM  A.K.D.,M,GEN,51,INC,,,12059,34534,29351,2,0,UPA
98,2016,Puducherry,Indira Nagar,T. GUNASEGARAN,M,GEN,53,ADMK,,,612,34534,29351,3,0,Others
99,2016,Puducherry,Indira Nagar,None of the Above,NULL,NULL,NULL,NOTA,,,470,34534,29351,4,0,Others
100,2016,Puducherry,Indira Nagar,V. MURUGAN,M,GEN,50,BJP,,,228,34534,29351,5,0,Others
101,2016,Puducherry,Indira Nagar,E. VADIVEL,M,GEN,59,PMK,,,224,34534,29351,6,0,Others
102,2016,Puducherry,Indira Nagar,C. SELVARAJ,M,GEN,42,ntk,,,149,34534,29351,7,0,Others
103,2016,Puducherry,Indira Nagar,K. LENIN,M,GEN,63,RSP,,,63,34534,29351,8,0,Others
104,2016,Puducherry,Indira Nagar,I. SENTHIL KUMAR,M,GEN,34,IND,,,48,34534,29351,9,0,Others
105,2016,Puducherry,Indira Nagar,R. ANNADURAI,M,GEN,53,IND,,,15,34534,29351,10,0,Others
106,2016,Puducherry,Indira Nagar,R. SHANMUGAM,M,GEN,40,IJK,,,14,34534,29351,11,0,Others
107,2016,Puducherry,Thattanchavady,ASHOK ANAND,M,GEN,42,AINRC,,,12754,30551,23704,1,1,AINRC
108,2016,Puducherry,Thattanchavady,K. SETHU @ SETHUSELVAM,M,GEN,45,CPI,,,5296,30551,23704,2,0,Others
109,2016,Puducherry,Thattanchavady,S. CASSINADIN,M,GEN,62,ADMK,,,1649,30551,23704,3,0,Others
110,2016,Puducherry,Thattanchavady,N. KALIAPERUMAL,M,GEN,64,DMK,,,1467,30551,23704,4,0,UPA
111,2016,Puducherry,Thattanchavady,None of the Above,NULL,NULL,NULL,NOTA,,,922,30551,23704,5,0,Others
112,2016,Puducherry,Thattanchavady,P. SIVANANDAME,M,GEN,39,BJP,,,897,30551,23704,6,0,Others
113,2016,Puducherry,Thattanchavady,T. KANNADHASAN,M,SC,39,ntk,,,361,30551,23704,7,0,Others
114,2016,Puducherry,Thattanchavady,M. MURUGASAMY,M,GEN,62,PMK,,,227,30551,23704,8,0,Others
115,2016,Puducherry,Thattanchavady,JAYABALAN. R,M,SC,40,IND,,,56,30551,23704,9,0,Others
116,2016,Puducherry,Thattanchavady,R. PASUPATHY,M,GEN,40,IJK,,,33,30551,23704,10,0,Others
117,2016,Puducherry,Kamaraj Nagar,VE. VAITHILINGAM,M,GEN,65,INC,,,11618,33299,25774,1,1,UPA
118,2016,Puducherry,Kamaraj Nagar,P. GANESAN,M,GEN,61,ADMK,,,6512,33299,25774,2,0,Others
119,2016,Puducherry,Kamaraj Nagar,B. THAYALAN,M,GEN,46,AINRC,,,3642,33299,25774,3,0,AINRC
120,2016,Puducherry,Kamaraj Nagar,L. MUNISAMY,M,GEN,50,IND,,,1241,33299,25774,4,0,Others
121,2016,Puducherry,Kamaraj Nagar,R VISWANATHAN,M,GEN,67,CPI,,,857,33299,25774,5,0,Others
122,2016,Puducherry,Kamaraj Nagar,S. RAVICHANDRAN,M,GEN,51,BJP,,,764,33299,25774,6,0,Others
123,2016,Puducherry,Kamaraj Nagar,None of the Above,NULL,NULL,NULL,NOTA,,,694,33299,25774,7,0,Others
124,2016,Puducherry,Kamaraj Nagar,P. SIVAKUMAR,M,GEN,35,ntk,,,189,33299,25774,8,0,Others
125,2016,Puducherry,Kamaraj Nagar,K. SEETHARAMAN,M,GEN,51,PMK,,,150,33299,25774,9,0,Others
126,2016,Puducherry,Kamaraj Nagar,A. KENNADY KUMARAN,M,GEN,37,AgIMK,,,47,33299,25774,10,0,Others
127,2016,Puducherry,Kamaraj Nagar,S. SANKAR,M,GEN,30,IND,,,25,33299,25774,11,0,Others
128,2016,Puducherry,Kamaraj Nagar,S. A. MOHAMED ELIAS,M,GEN,54,IJK,,,16,33299,25774,12,0,Others
129,2016,Puducherry,Kamaraj Nagar,M. KRISHNAMURTHY,M,GEN,54,IND,,,14,33299,25774,13,0,Others
130,2016,Puducherry,Lawspet,V.P. SIVAKOLUNDHU,M,GEN,65,INC,,,12144,30928,25898,1,1,UPA
131,2016,Puducherry,Lawspet,M. VAITHIANATHAN,M,GEN,42,IND,,,5695,30928,25898,2,0,Others
132,2016,Puducherry,Lawspet,NANDHA T. SARAVANAN,M,GEN,46,AINRC,,,4066,30928,25898,3,0,AINRC
133,2016,Puducherry,Lawspet,V. SAMINATHAN,M,GEN,48,BJP,,,1509,30928,25898,4,0,Others
134,2016,Puducherry,Lawspet,ANBANANDAM. G,M,GEN,54,ADMK,,,797,30928,25898,5,0,Others
135,2016,Puducherry,Lawspet,A. ANAND,M,GEN,26,CPM,,,739,30928,25898,6,0,Others
136,2016,Puducherry,Lawspet,None of the Above,NULL,NULL,NULL,NOTA,,,538,30928,25898,7,0,Others
137,2016,Puducherry,Lawspet,S. MANI BHARATHI,M,GEN,26,ntk,,,141,30928,25898,8,0,Others
138,2016,Puducherry,Lawspet,R. MURALIKRISHNAN,M,GEN,53,PMK,,,73,30928,25898,9,0,Others
139,2016,Puducherry,Lawspet,RAMESH. R,M,GEN,31,IND,,,60,30928,25898,10,0,Others
140,2016,Puducherry,Lawspet,LEO @ RAJASEKARAN,M,GEN,40,IND,,,51,30928,25898,11,0,Others
141,2016,Puducherry,Lawspet,MURUGAN,M,GEN,50,IND,,,43,30928,25898,12,0,Others
142,2016,Puducherry,Lawspet,G. SWAMINATHAN,M,GEN,45,IND,,,19,30928,25898,13,0,Others
143,2016,Puducherry,Lawspet,S. PRABHAKARAN,M,GEN,49,IJK,,,8,30928,25898,14,0,Others
144,2016,Puducherry,Kalapet,M.O.H.F. SHAHJAHAN,M,GEN,52,INC,,,9839,32009,28068,1,1,UPA
145,2016,Puducherry,Kalapet,P.M.L. KALYANASUNDARAM,M,GEN,38,IND,,,9205,32009,28068,2,0,Others
146,2016,Puducherry,Kalapet,N. VISWANATHAN,M,GEN,54,AINRC,,,3841,32009,28068,3,0,AINRC
147,2016,Puducherry,Kalapet,V.C. EZHUMALAI@KASILINGAM,M,GEN,58,ADMK,,,3694,32009,28068,4,0,Others
148,2016,Puducherry,Kalapet,None of the Above,NULL,NULL,NULL,NOTA,,,377,32009,28068,5,0,Others
149,2016,Puducherry,Kalapet,P. SELVARASSOU,M,GEN,50,PMK,,,271,32009,28068,6,0,Others
150,2016,Puducherry,Kalapet,S. ARUNACHALAM,M,GEN,45,DMDK,,,219,32009,28068,7,0,Others
151,2016,Puducherry,Kalapet,I.M.S. BALAJI,M,GEN,29,BJP,,,184,32009,28068,8,0,Others
152,2016,Puducherry,Kalapet,FAROOK,M,GEN,45,IND,,,118,32009,28068,9,0,Others
153,2016,Puducherry,Kalapet,V. KUMARI,F,GEN,45,ntk,,,89,32009,28068,10,0,Others
154,2016,Puducherry,Kalapet,A. MOHANASUNDARAM,M,GEN,39,IND,,,73,32009,28068,11,0,Others
155,2016,Puducherry,Kalapet,DR. M. HARIHARAN,M,GEN,64,IND,,,42,32009,28068,12,0,Others
156,2016,Puducherry,Kalapet,N. PERIYANNAN @ THANGAVEL,M,GEN,67,IND,,,36,32009,28068,13,0,Others
157,2016,Puducherry,Kalapet,L. SUBBULAKSHMI,F,GEN,44,IJK,,,33,32009,28068,14,0,Others
158,2016,Puducherry,Kalapet,SARAVANAN,M,GEN,39,AgIMK,,,21,32009,28068,15,0,Others
159,2016,Puducherry,Muthialpet,VAIYAPURI MANIKANDAN,M,GEN,35,ADMK,,,9257,28862,23613,1,1,Others
160,2016,Puducherry,Muthialpet,J. PREGASH KUMAR,M,GEN,34,AINRC,,,7093,28862,23613,2,0,AINRC
161,2016,Puducherry,Muthialpet,S.P. SIVAKUMAR,M,GEN,56,DMK,,,5268,28862,23613,3,0,UPA
162,2016,Puducherry,Muthialpet,None of the Above,NULL,NULL,NULL,NOTA,,,549,28862,23613,4,0,Others
163,2016,Puducherry,Muthialpet,T. SIVAKUMAR,M,GEN,49,BJP,,,496,28862,23613,5,0,Others
164,2016,Puducherry,Muthialpet,K. MURUGAN,M,GEN,49,CPI,,,339,28862,23613,6,0,Others
165,2016,Puducherry,Muthialpet,I. MEERA MYDHEEN,M,GEN,42,ntk,,,228,28862,23613,7,0,Others
166,2016,Puducherry,Muthialpet,G. GANAPATHY,M,GEN,40,PMK,,,135,28862,23613,8,0,Others
167,2016,Puducherry,Muthialpet,K. BALAMURUGAN,M,SC,40,BSP,,,77,28862,23613,9,0,Others
168,2016,Puducherry,Muthialpet,P.K. KUMAR,M,GEN,57,IND,,,61,28862,23613,10,0,Others
169,2016,Puducherry,Muthialpet,S. KRISHNARAJ,M,GEN,38,AgIMK,,,51,28862,23613,11,0,Others
170,2016,Puducherry,Muthialpet,S. ABDUL HADI,M,GEN,43,IND,,,42,28862,23613,12,0,Others
171,2016,Puducherry,Muthialpet,G. MAGESH,M,GEN,43,IJK,,,13,28862,23613,13,0,Others
172,2016,Puducherry,Raj bhavan,K. LAKSHMINARAYANAN,M,GEN,56,INC,,,9445,25713,20000,1,1,UPA
173,2016,Puducherry,Raj bhavan,P. KANNAN,M,GEN,67,ADMK,,,7220,25713,20000,2,0,Others
174,2016,Puducherry,Raj bhavan,A. ANNIBAL NEHRU,M,GEN,50,AINRC,,,1517,25713,20000,3,0,AINRC
175,2016,Puducherry,Raj bhavan,N. POUGAJENDY,M,GEN,44,BJP,,,929,25713,20000,4,0,Others
176,2016,Puducherry,Raj bhavan,None of the Above,NULL,NULL,NULL,NOTA,,,487,25713,20000,5,0,Others
177,2016,Puducherry,Raj bhavan,R. VELAYUTHAM,M,GEN,26,ntk,,,153,25713,20000,6,0,Others
178,2016,Puducherry,Raj bhavan,B. PANDIARAJAN,M,GEN,53,PMK,,,76,25713,20000,7,0,Others
179,2016,Puducherry,Raj bhavan,K. RAJESWARI,F,GEN,47,MDMK,,,47,25713,20000,8,0,Others
180,2016,Puducherry,Raj bhavan,S. KAVITHA,F,GEN,38,IJK,,,39,25713,20000,9,0,Others
181,2016,Puducherry,Raj bhavan,P. VENKATARAMANAN,M,GEN,38,IND,,,32,25713,20000,10,0,Others
182,2016,Puducherry,Raj bhavan,S. PAZHANIRAJ,M,GEN,42,IND,,,29,25713,20000,11,0,Others
183,2016,Puducherry,Raj bhavan,B.J. WILSON,M,GEN,76,IND,,,23,25713,20000,12,0,Others
184,2016,Puducherry,Oupalam,A. ANBALAGAN,M,GEN,58,ADMK,,,9411,26895,23557,1,1,Others
185,2016,Puducherry,Oupalam,ANNIBAL KENNEDY,M,GEN,51,DMK,,,8503,26895,23557,2,0,UPA
186,2016,Puducherry,Oupalam,N. ANAND,M,GEN,52,AINRC,,,4725,26895,23557,3,0,AINRC
187,2016,Puducherry,Oupalam,None of the Above,NULL,NULL,NULL,NOTA,,,398,26895,23557,4,0,Others
188,2016,Puducherry,Oupalam,SIVARAJ,M,GEN,41,BJP,,,113,26895,23557,5,0,Others
189,2016,Puducherry,Oupalam,S. KALA,F,GEN,54,ntk,,,88,26895,23557,6,0,Others
190,2016,Puducherry,Oupalam,KRISHNAMOORTHY,M,SC,50,BSP,,,73,26895,23557,7,0,Others
191,2016,Puducherry,Oupalam,A. MOHAMMED YUNUS,M,GEN,63,PMK,,,65,26895,23557,8,0,Others
192,2016,Puducherry,Oupalam,R. VIJAYAKUMAR BASTE,M,SC,55,IND,,,60,26895,23557,9,0,Others
193,2016,Puducherry,Oupalam,S. SUDHARSNAN,M,GEN,40,IND,,,32,26895,23557,10,0,Others
194,2016,Puducherry,Oupalam,T. VELMURUGAN @ PRAKASH,M,GEN,42,DMDK,,,28,26895,23557,11,0,Others
195,2016,Puducherry,Oupalam,B. VALLATTAN,M,GEN,43,AgIMK,,,17,26895,23557,12,0,Others
196,2016,Puducherry,Oupalam,P. GANAPATHY,M,GEN,29,IND,,,15,26895,23557,13,0,Others
197,2016,Puducherry,Oupalam,ANGAPPIN @ LOPES ROUSSEAU ANGAPPIN,M,SC,57,IJK,,,9,26895,23557,14,0,Others
198,2016,Puducherry,Oupalam,R. ARUMUGAM @ SARAVANAN,M,GEN,46,JD(U),,,8,26895,23557,15,0,Others
199,2016,Puducherry,Orleampeth,R. SIVA,M,GEN,49,DMK,,,11110,24284,20647,1,1,UPA
200,2016,Puducherry,Orleampeth,G. NEHRU @ KUPPUSAMY,M,GEN,51,AINRC,,,8130,24284,20647,2,0,AINRC
201,2016,Puducherry,Orleampeth,A. RAVINDRAN,M,GEN,63,ADMK,,,425,24284,20647,3,0,Others
202,2016,Puducherry,Orleampeth,None of the Above,NULL,NULL,NULL,NOTA,,,395,24284,20647,4,0,Others
203,2016,Puducherry,Orleampeth,R. RAJENDRAN,M,GEN,61,BJP,,,164,24284,20647,5,0,Others
204,2016,Puducherry,Orleampeth,S. JESILIYA,O,GEN,37,ntk,,,98,24284,20647,6,0,Others
205,2016,Puducherry,Orleampeth,NEHRU @ AYYANAR,M,SC,42,IND,,,78,24284,20647,7,0,Others
206,2016,Puducherry,Orleampeth,K. SUPRAMANIEN,M,GEN,38,PMK,,,72,24284,20647,8,0,Others
207,2016,Puducherry,Orleampeth,G. MANIMARAN,M,GEN,44,MDMK,,,57,24284,20647,9,0,Others
208,2016,Puducherry,Orleampeth,M. NEHRU,M,GEN,35,IND,,,42,24284,20647,10,0,Others
209,2016,Puducherry,Orleampeth,K. RAMALINGAM,M,GEN,59,IND,,,37,24284,20647,11,0,Others
210,2016,Puducherry,Orleampeth,P. KOLANJIRAJ,M,GEN,40,IND,,,26,24284,20647,12,0,Others
211,2016,Puducherry,Orleampeth,N. LOGANATHAN,M,GEN,55,IJK,,,6,24284,20647,13,0,Others
212,2016,Puducherry,Orleampeth,N. SIVARAJ,M,GEN,56,IND,,,3,24284,20647,14,0,Others
213,2016,Puducherry,Nellithope,A. JOHNKUMAR,M,GEN,51,INC,,,18506,31366,26795,1,1,UPA
214,2016,Puducherry,Nellithope,OMSAKTHI SEKAR,M,GEN,56,ADMK,,,6365,31366,26795,2,0,Others
215,2016,Puducherry,Nellithope,BALAJI. D,M,GEN,35,AINRC,,,598,31366,26795,3,0,AINRC
216,2016,Puducherry,Nellithope,None of the Above,NULL,NULL,NULL,NOTA,,,394,31366,26795,4,0,Others
217,2016,Puducherry,Nellithope,ELANGOVAN,M,GEN,64,BJP,,,287,31366,26795,5,0,Others
218,2016,Puducherry,Nellithope,N. MOHAN @ VEERAIYAN,M,GEN,56,CPI,,,214,31366,26795,6,0,Others
219,2016,Puducherry,Nellithope,P. RAMARAJAN,M,GEN,28,ntk,,,153,31366,26795,7,0,Others
220,2016,Puducherry,Nellithope,K. PURUSHOTHAMAN,M,GEN,45,PMK,,,77,31366,26795,8,0,Others
221,2016,Puducherry,Nellithope,U. CHITRA,F,GEN,34,IJK,,,51,31366,26795,9,0,Others
222,2016,Puducherry,Nellithope,B. RADHAKRISHNAN,M,GEN,37,IND,,,50,31366,26795,10,0,Others
223,2016,Puducherry,Nellithope,F. JOHN PAUL,M,GEN,28,IND,,,30,31366,26795,11,0,Others
224,2016,Puducherry,Nellithope,M. MANIMARAN,M,GEN,40,IND,,,19,31366,26795,12,0,Others
225,2016,Puducherry,Nellithope,D. AROKIARAJ,M,GEN,36,IND,,,15,31366,26795,13,0,Others
226,2016,Puducherry,Mudaliarpet,A. BASKAR,M,GEN,44,ADMK,,,14321,33317,28784,1,1,Others
227,2016,Puducherry,Mudaliarpet,V. BALAN,M,GEN,64,AINRC,,,8934,33317,28784,2,0,AINRC
228,2016,Puducherry,Mudaliarpet,SURESH,M,GEN,40,DMK,,,2759,33317,28784,3,0,UPA
229,2016,Puducherry,Mudaliarpet,None of the Above,NULL,NULL,NULL,NOTA,,,883,33317,28784,4,0,Others
230,2016,Puducherry,Mudaliarpet,V. SELVAM,M,GEN,60,BJP,,,593,33317,28784,5,0,Others
231,2016,Puducherry,Mudaliarpet,GOPALAKRISHNAN,M,GEN,61,PMK,,,443,33317,28784,6,0,Others
232,2016,Puducherry,Mudaliarpet,V.S.ABISHEGAM,M,GEN,63,CPI,,,385,33317,28784,7,0,Others
233,2016,Puducherry,Mudaliarpet,A. HARIDASS,M,GEN,45,ntk,,,288,33317,28784,8,0,Others
