id,year,statename,pcname,candidate,sex,age,category,party,general,postal,total,electors,polled,rank,win,alliance
33,2006,West Bengal,Sitai,DR. MD. FAZLE HAQUE,M,69,GEN,INC,,,72184,183112,152622,1,1,UPA
34,2006,West Bengal,Sitai,NRIPENDRA NATH ROY,M,47,GEN,AIFB,,,67289,183112,152622,2,0,LF
35,2006,West Bengal,Sitai,MOJAFFAR RAHAMAN,M,37,GEN,AITC,,,4284,183112,152622,3,0,NDA
36,2006,West Bengal,Sitai,SUBHASH CHANDRA BARMAN,M,30,GEN,IND,,,3875,183112,152622,4,0,Others
37,2006,West Bengal,Sitai,DINESH ROY,M,45,GEN,BSP,,,3204,183112,152622,5,0,UPA
38,2006,West Bengal,Sitai,ANIL CHANDRA BARMAN ROY,M,47,GEN,IND,,,1769,183112,152622,6,0,Others
39,2006,West Bengal,Dinhata,ASHOK MANDAL,M,49,GEN,AITC,,,66774,177455,146632,1,1,NDA
40,2006,West Bengal,Dinhata,UDAYAN GUHA,M,51,GEN,AIFB,,,63144,177455,146632,2,0,LF
41,2006,West Bengal,Dinhata,HITENDRA KUMAR NAG,M,68,GEN,IND,,,6362,177455,146632,3,0,Others
42,2006,West Bengal,Dinhata,MAKBUL HOSSAIN SARKAR,M,58,GEN,IPFB,,,5843,177455,146632,4,0,UPA
43,2006,West Bengal,Dinhata,DEBENDRA NATH  ROY,M,46,GEN,BSP,,,2812,177455,146632,5,0,UPA
44,2006,West Bengal,Dinhata,ANARUL SEKH,M,28,GEN,IND,,,1666,177455,146632,6,0,Others
45,2006,West Bengal,Natabari,TAMSER ALI,M,52,GEN,CPI(M),,,67845,153893,138993,1,1,LF
46,2006,West Bengal,Natabari,RABINDRA NATH GHOSH,M,51,GEN,AITC,,,63009,153893,138993,2,0,NDA
47,2006,West Bengal,Natabari,BEPARI SUCHITRA,F,46,GEN,INC,,,3932,153893,138993,3,0,UPA
48,2006,West Bengal,Natabari,PRADIP KUMAR ROY,M,40,GEN,IND,,,2413,153893,138993,4,0,Others
49,2006,West Bengal,Natabari,SUBHASH BYAPARI,M,46,GEN,BSP,,,1717,153893,138993,5,0,UPA
50,2006,West Bengal,Tufanganj,ALAKA BARMAN,F,49,SC,CPI(M),,,74243,152144,137990,1,1,LF
51,2006,West Bengal,Tufanganj,MALATI RAVA (RAY),F,42,SC,BJP,,,49026,152144,137990,2,0,NDA
52,2006,West Bengal,Tufanganj,BIVAS SEN ISHORE,M,39,SC,INC,,,7389,152144,137990,3,0,UPA
53,2006,West Bengal,Tufanganj,SACHINDRA NATH BARMA,M,53,SC,IND,,,2212,152144,137990,4,0,Others
54,2006,West Bengal,Tufanganj,DEBENDRA NATH  BARMAN,M,61,SC,IND,,,1699,152144,137990,5,0,Others
55,2006,West Bengal,Tufanganj,ANIL KUNAR,M,35,SC,IND,,,1445,152144,137990,6,0,Others
56,2006,West Bengal,Kumargram,DASRATH TIRKEY,M,39,ST,RSP,,,69540,151171,129108,1,1,LF
57,2006,West Bengal,Kumargram,SWAPAN KUJUR,M,35,ST,AITC,,,32372,151171,129108,2,0,NDA
58,2006,West Bengal,Kumargram,CLEMENT DUNGDUNG,M,42,ST,INC,,,27065,151171,129108,3,0,UPA
59,2006,West Bengal,Kalchini,MANOHAR TIRKEY,M,52,ST,RSP,,,52748,138261,114513,1,1,LF
60,2006,West Bengal,Kalchini,PABAN KUMAR LAKRA,M,53,ST,INC,,,47759,138261,114513,2,0,UPA
61,2006,West Bengal,Kalchini,GANESH MAHALI,M,37,ST,AITC,,,5257,138261,114513,3,0,NDA
62,2006,West Bengal,Kalchini,PARMESHWAR TOPPO,M,40,ST,IND,,,3684,138261,114513,4,0,Others
63,2006,West Bengal,Kalchini,ISIDORE EKKA,M,35,ST,IND,,,2720,138261,114513,5,0,Others
64,2006,West Bengal,Kalchini,TETARI URAO,F,33,ST,IND,,,2278,138261,114513,6,0,Others
65,2006,West Bengal,Alipurduars,NIRMAL DAS,M,61,GEN,RSP,,,72394,171457,145248,1,1,LF
66,2006,West Bengal,Alipurduars,SOURAV CHAKROBORTY,M,33,GEN,INC,,,33526,171457,145248,2,0,UPA
67,2006,West Bengal,Alipurduars,DEBASISH GOSWAMI,M,42,GEN,AITC,,,30316,171457,145248,3,0,NDA
68,2006,West Bengal,Alipurduars,SURESH CH. ROY,M,52,GEN,IND,,,3171,171457,145248,4,0,Others
69,2006,West Bengal,Alipurduars,ABHIJIT ROY,M,46,GEN,IND,,,2549,171457,145248,5,0,Others
70,2006,West Bengal,Alipurduars,MADAN DAS,M,29,GEN,IND,,,1481,171457,145248,6,0,Others
71,2006,West Bengal,Alipurduars,DALENDRA ROY,M,47,GEN,AMB,,,1443,171457,145248,7,0,Others
72,2006,West Bengal,Falakata,JOGESH CH. BARMAN,M,57,SC,CPI(M),,,69910,158912,137246,1,1,LF
73,2006,West Bengal,Falakata,ANIL ADHIKARI,M,59,SC,AITC,,,56596,158912,137246,2,0,NDA
74,2006,West Bengal,Falakata,NARAYAN ROY,M,50,SC,IND,,,3062,158912,137246,3,0,Others
75,2006,West Bengal,Falakata,JANMEMJOY SINGHA RAY,M,38,SC,CPI(ML)(L),,,2378,158912,137246,4,0,Others
76,2006,West Bengal,Falakata,TARANI ROY,M,47,SC,IND,,,2145,158912,137246,5,0,Others
77,2006,West Bengal,Falakata,NABYENDU MOHANTA,M,33,SC,PDS,,,2019,158912,137246,6,0,UPA
78,2006,West Bengal,Falakata,NARESH CHANDRA BARMAN,M,57,SC,AMB,,,993,158912,137246,7,0,Others
79,2006,West Bengal,Madarihat,KUMARI KUJUR,F,64,ST,RSP,,,47331,141033,115621,1,1,LF
80,2006,West Bengal,Madarihat,ATUL SUBA,M,51,ST,INC,,,28565,141033,115621,2,0,UPA
81,2006,West Bengal,Madarihat,MANOJ TIGGA,M,33,ST,BJP,,,23909,141033,115621,3,0,NDA
82,2006,West Bengal,Madarihat,PANCHU URAON,M,27,ST,IND,,,7155,141033,115621,4,0,Others
83,2006,West Bengal,Madarihat,BILKAN BARA,M,59,ST,IND,,,5495,141033,115621,5,0,Others
84,2006,West Bengal,Madarihat,GOPAL ORAON,M,50,ST,IND,,,3104,141033,115621,6,0,Others
85,2006,West Bengal,Dhupguri,LAKSHMI KANTA ROY,M,55,SC,CPI(M),,,66040,150181,133984,1,1,LF
86,2006,West Bengal,Dhupguri,ASHOK KUMAR BARMAN,M,51,SC,AITC,,,49175,150181,133984,2,0,NDA
87,2006,West Bengal,Dhupguri,MITALI ROY,F,32,SC,IND,,,5879,150181,133984,3,0,Others
88,2006,West Bengal,Dhupguri,KESHAB CHANDRA ROY,M,52,SC,INC,,,3872,150181,133984,4,0,UPA
89,2006,West Bengal,Dhupguri,NARAYAN CHANDRA ROY,M,48,SC,IND,,,3721,150181,133984,5,0,Others
90,2006,West Bengal,Dhupguri,RANJIT KUMAR ROY,M,40,SC,SJP,,,2141,150181,133984,6,0,Others
91,2006,West Bengal,Dhupguri,NIRANJAN ROY,M,27,SC,IND,,,1796,150181,133984,7,0,Others
92,2006,West Bengal,Dhupguri,RAI CHARAN SIDDHYA,M,51,SC,BSP,,,1353,150181,133984,8,0,UPA
93,2006,West Bengal,Nagrakata,SUKHMOITH (PITING) ORAON,F,46,ST,CPI(M),,,62676,160050,132446,1,1,LF
94,2006,West Bengal,Nagrakata,SHANKAR BARAIK,M,49,ST,INC,,,40934,160050,132446,2,0,UPA
95,2006,West Bengal,Nagrakata,PRABHUDAN LAKRA,M,46,ST,AITC,,,18766,160050,132446,3,0,NDA
96,2006,West Bengal,Nagrakata,GHURAN URAON,M,36,ST,IND,,,10064,160050,132446,4,0,Others
97,2006,West Bengal,Mainaguri,BACHCHAMOHAN ROY,M,66,SC,RSP,,,72090,159717,134996,1,1,LF
98,2006,West Bengal,Mainaguri,GOKUL KUMAR ROY,M,51,SC,BJP,,,24704,159717,134996,2,0,NDA
99,2006,West Bengal,Mainaguri,PURNA DEV ROY,M,56,SC,INC,,,17212,159717,134996,3,0,UPA
100,2006,West Bengal,Mainaguri,SONAMANI ROY,F,43,SC,IND,,,9637,159717,134996,4,0,Others
101,2006,West Bengal,Mainaguri,SURESH CHANDRA ROY,M,43,SC,IND,,,2994,159717,134996,5,0,Others
102,2006,West Bengal,Mainaguri,PARESH CHANDRA ROY,M,46,SC,IND,,,2926,159717,134996,6,0,Others
103,2006,West Bengal,Mainaguri,SANTI KUMAR SARKAR,M,47,SC,BSP,,,2226,159717,134996,7,0,UPA
104,2006,West Bengal,Mainaguri,UDAY SHANKAR ADHIKARI,M,53,SC,CPI(ML)(L),,,1583,159717,134996,8,0,Others
105,2006,West Bengal,Mainaguri,BIPLAB SANYASI,M,33,SC,AMB,,,1357,159717,134996,9,0,Others
106,2006,West Bengal,Mal,SOMRA LAKRA,M,45,ST,CPI(M),,,56564,140163,116801,1,1,LF
107,2006,West Bengal,Mal,TURI KOL MUNDA,M,47,ST,INC,,,46608,140163,116801,2,0,UPA
108,2006,West Bengal,Mal,RABIN TIRKEY,M,36,ST,AITC,,,6855,140163,116801,3,0,NDA
109,2006,West Bengal,Mal,RITA KANDULNA (MUNDA),F,32,ST,IND,,,6774,140163,116801,4,0,Others
110,2006,West Bengal,Kranti,FAZLUL KARIM,M,69,GEN,CPI(M),,,63153,138248,117409,1,1,LF
111,2006,West Bengal,Kranti,ATUL ROY,M,44,GEN,IND,,,19974,138248,117409,2,0,Others
112,2006,West Bengal,Kranti,RABINDRA NARAYAN CHOUDHURY (NARU),M,53,GEN,BJP,,,15676,138248,117409,3,0,NDA
113,2006,West Bengal,Kranti,SUBHASHANKAR GHOSH,M,50,GEN,INC,,,13026,138248,117409,4,0,UPA
114,2006,West Bengal,Kranti,KAMAL CHANDRA ROY,M,57,GEN,IND,,,5570,138248,117409,5,0,Others
115,2006,West Bengal,Jalpaiguri,DEBA PRASAD ROY,M,57,GEN,INC,,,54051,145244,121686,1,1,UPA
116,2006,West Bengal,Jalpaiguri,GOBINDA ROY,M,48,GEN,AIFB,,,53033,145244,121686,2,0,LF
117,2006,West Bengal,Jalpaiguri,PURNAPRAVA BARMAN,F,60,GEN,AITC,,,7695,145244,121686,3,0,NDA
118,2006,West Bengal,Jalpaiguri,RAJENDRA PRASAD MALLICK,M,48,GEN,BSP,,,1748,145244,121686,4,0,UPA
119,2006,West Bengal,Jalpaiguri,SUSHIL CHANDRA RAY,M,64,GEN,IND,,,1427,145244,121686,5,0,Others
120,2006,West Bengal,Jalpaiguri,BHIM CHANDRA ROY,M,59,GEN,IND,,,1389,145244,121686,6,0,Others
121,2006,West Bengal,Jalpaiguri,SUBRATA DATTAGUPTA,M,57,GEN,IND,,,1385,145244,121686,7,0,Others
122,2006,West Bengal,Jalpaiguri,BABLU SARKAR,M,43,GEN,AMB,,,556,145244,121686,8,0,Others
123,2006,West Bengal,Rajganj,MAHENDRA KUMAR ROY,M,51,SC,CPI(M),,,109548,255133,212333,1,1,LF
124,2006,West Bengal,Rajganj,KHAGESWAR ROY,M,51,SC,AITC,,,60076,255133,212333,2,0,NDA
125,2006,West Bengal,Rajganj,AJIT KUMAR RAY,M,59,SC,INC,,,22733,255133,212333,3,0,UPA
126,2006,West Bengal,Rajganj,BISWANATH ROY,M,29,SC,IND,,,6579,255133,212333,4,0,Others
127,2006,West Bengal,Rajganj,MOHAN ROY,M,38,SC,IND,,,4879,255133,212333,5,0,Others
128,2006,West Bengal,Rajganj,BHAGINDRA NATH ROY,M,44,SC,IND,,,3850,255133,212333,6,0,Others
129,2006,West Bengal,Rajganj,ANIL ROY,M,49,SC,BSP,,,2308,255133,212333,7,0,UPA
130,2006,West Bengal,Rajganj,HARENDRA NATH ROY,M,52,SC,AMB,,,2038,255133,212333,8,0,Others
131,2006,West Bengal,Kalimpong,GAULAN LEPCHA,M,44,GEN,GNLF,,,57854,150858,102774,1,1,UPA
132,2006,West Bengal,Kalimpong,NORDEN LAMA,M,53,GEN,IND,,,32043,150858,102774,2,0,Others
133,2006,West Bengal,Kalimpong,NILAY RAI,M,26,GEN,CPI,,,5580,150858,102774,3,0,LF
134,2006,West Bengal,Kalimpong,KALYAN KUMAR DEWAN,M,40,GEN,IND,,,5032,150858,102774,4,0,Others
135,2006,West Bengal,Kalimpong,MAJOR S.R.BHUTIA,M,67,GEN,BSP,,,2214,150858,102774,5,0,UPA
136,2006,West Bengal,Darjeeling,PRANAY RAI,M,37,GEN,GNLF,,,58646,176498,110746,1,1,UPA
137,2006,West Bengal,Darjeeling,AMAR LAMA,M,45,GEN,IND,,,36636,176498,110746,2,0,Others
138,2006,West Bengal,Darjeeling,K. B. WATTAR,M,51,GEN,CPI(M),,,12755,176498,110746,3,0,LF
139,2006,West Bengal,Darjeeling,GOPAL SINGH CHHETRI,M,44,GEN,AITC,,,2673,176498,110746,4,0,NDA
140,2006,West Bengal,Kurseong,SHANTA CHHETRI,F,49,GEN,GNLF,,,63295,166846,118536,1,1,UPA
141,2006,West Bengal,Kurseong,BUDDHIMAN RAI,M,54,GEN,IND,,,30237,166846,118536,2,0,Others
142,2006,West Bengal,Kurseong,MAHENDRA CHHETRI,M,37,GEN,CPI(M),,,20490,166846,118536,3,0,LF
143,2006,West Bengal,Kurseong,MATILDA GURUNG,F,57,GEN,BSP,,,4146,166846,118536,4,0,UPA
144,2006,West Bengal,Siliguri,ASOK BHATTACHARYA,M,55,GEN,CPI(M),,,117943,270969,212861,1,1,LF
145,2006,West Bengal,Siliguri,NANTU PAUL,M,43,GEN,INC,,,42972,270969,212861,2,0,UPA
146,2006,West Bengal,Siliguri,PRATUL CHAKRABORTY,M,58,GEN,AITC,,,28604,270969,212861,3,0,NDA
147,2006,West Bengal,Siliguri,KESHAV CHANDRA LAMA,M,63,GEN,GNLF,,,11679,270969,212861,4,0,UPA
148,2006,West Bengal,Siliguri,GAUTAM BHATTACHARYA,M,55,GEN,IND,,,3699,270969,212861,5,0,Others
149,2006,West Bengal,Siliguri,VIKASH VERMA,M,31,GEN,SHS,,,2436,270969,212861,6,0,Others
150,2006,West Bengal,Siliguri,KEDAR NATH SINHA,M,33,GEN,IND,,,2350,270969,212861,7,0,Others
151,2006,West Bengal,Siliguri,DAULAT SINCHURI,M,38,GEN,BSP,,,2017,270969,212861,8,0,UPA
152,2006,West Bengal,Siliguri,RANENDRA NATH BARMA,M,68,GEN,AMB,,,1047,270969,212861,9,0,Others
153,2006,West Bengal,Phansidewa,KISKU CHHOTAN,M,38,ST,CPI(M),,,93689,220948,186581,1,1,LF
154,2006,West Bengal,Phansidewa,MAMLA KUJUR,M,54,ST,INC,,,58185,220948,186581,2,0,UPA
155,2006,West Bengal,Phansidewa,DILA SAIBO,M,37,ST,BJP,,,14788,220948,186581,3,0,NDA
156,2006,West Bengal,Phansidewa,RAMGANESH BARAIK,M,41,ST,IND,,,8337,220948,186581,4,0,Others
157,2006,West Bengal,Phansidewa,ISHWARIDAN GURIA,M,43,ST,GNLF,,,4556,220948,186581,5,0,UPA
158,2006,West Bengal,Phansidewa,RENGTA MURMU,M,43,ST,CPI(ML)(L),,,2365,220948,186581,6,0,Others
159,2006,West Bengal,Phansidewa,SUDHIR HANSDA,M,40,ST,BSP,,,2346,220948,186581,7,0,UPA
160,2006,West Bengal,Phansidewa,MAHENDRA BHAGAT,M,39,ST,IND,,,2273,220948,186581,8,0,Others
161,2006,West Bengal,Chopra,ANWARUL HAQUE,M,47,GEN,CPI(M),,,69663,155187,136827,1,1,LF
162,2006,West Bengal,Chopra,HAMIDUL RAHAMAN,M,46,GEN,INC,,,62065,155187,136827,2,0,UPA
163,2006,West Bengal,Chopra,DR. MD. TABIBUR RAHAMAN,M,52,GEN,AITC,,,4980,155187,136827,3,0,NDA
164,2006,West Bengal,Islampur,MD. FARUQUE,M,55,GEN,CPI(M),,,55240,162136,122263,1,1,LF
165,2006,West Bengal,Islampur,ABDUL KARIM CHOWDHARY,M,59,GEN,AITC,,,47828,162136,122263,2,0,NDA
166,2006,West Bengal,Islampur,SHARIF AHMED,M,50,GEN,INC,,,19121,162136,122263,3,0,UPA
167,2006,West Bengal,Goalpokhar,DEEPA DASMUNSI,F,45,GEN,INC,,,63784,169347,128409,1,1,UPA
168,2006,West Bengal,Goalpokhar,HAFIZ ALAM SAIRANI,M,46,GEN,AIFB,,,55474,169347,128409,2,0,LF
169,2006,West Bengal,Goalpokhar,NIROD BISWAS,M,32,GEN,BSP,,,3135,169347,128409,3,0,UPA
170,2006,West Bengal,Goalpokhar,SUBRATA ADHIKARY,M,47,GEN,IND,,,2685,169347,128409,4,0,Others
171,2006,West Bengal,Goalpokhar,PURANMAL MAHESWARI,M,56,GEN,AITC,,,1784,169347,128409,5,0,NDA
172,2006,West Bengal,Goalpokhar,MD. JUNED ALAM,M,45,GEN,IND,,,1515,169347,128409,6,0,Others
173,2006,West Bengal,Karandighi,GOKUL ROY,M,60,GEN,AIFB,,,71430,197549,158648,1,1,LF
174,2006,West Bengal,Karandighi,HAZI SAJJAD HUSSAIN,M,81,GEN,INC,,,66995,197549,158648,2,0,UPA
175,2006,West Bengal,Karandighi,NALINI KANTA SINGHA,M,30,GEN,BJP,,,9458,197549,158648,3,0,NDA
176,2006,West Bengal,Karandighi,BIMAL SINGHA,M,34,GEN,BSP,,,2918,197549,158648,4,0,UPA
177,2006,West Bengal,Karandighi,MUKTAR AHAMED,M,41,GEN,IND,,,2800,197549,158648,5,0,Others
178,2006,West Bengal,Karandighi,ADHESWAR PRASAD SINHA,M,53,GEN,AMB,,,1629,197549,158648,6,0,Others
179,2006,West Bengal,Karandighi,DINESH CHANDRA SINGHA,M,41,GEN,IND,,,1334,197549,158648,7,0,Others
180,2006,West Bengal,Karandighi,NISHI KANTA SINGHA,M,69,GEN,SP,,,1110,197549,158648,8,0,Others
181,2006,West Bengal,Karandighi,DILDAR,M,41,GEN,IND,,,815,197549,158648,9,0,Others
182,2006,West Bengal,Raiganj,CHITTA RANJAN RAY,M,63,SC,INC,,,77789,204055,166755,1,1,UPA
183,2006,West Bengal,Raiganj,DILIP KUMAR DAS,M,55,SC,NCP,,,62029,204055,166755,2,0,LF
184,2006,West Bengal,Raiganj,NIMAI KABIRAJ,M,43,SC,BJP,,,10660,204055,166755,3,0,NDA
185,2006,West Bengal,Raiganj,SUBHAS BARMAN,M,25,SC,IND,,,3813,204055,166755,4,0,Others
186,2006,West Bengal,Raiganj,NARESH CHANDRA BARMAN,M,61,SC,IND,,,2909,204055,166755,5,0,Others
187,2006,West Bengal,Raiganj,AJIT KUMAR DAS,M,64,SC,CPI(ML)(L),,,2772,204055,166755,6,0,Others
188,2006,West Bengal,Raiganj,BHAJAGOBINDA BARMAN,M,48,SC,IND,,,1713,204055,166755,7,0,Others
189,2006,West Bengal,Raiganj,BINOY KUMAR MALLICK,M,42,SC,IND,,,1404,204055,166755,8,0,Others
190,2006,West Bengal,Raiganj,DHANGOPAL BARMAN,M,38,SC,IND,,,1235,204055,166755,9,0,Others
191,2006,West Bengal,Raiganj,NAGENDRA NATH SARKAR,M,56,SC,BSP,,,1158,204055,166755,10,0,UPA
192,2006,West Bengal,Raiganj,HARADEB KUMAR BARMAN,M,27,SC,SP,,,1094,204055,166755,11,0,Others
193,2006,West Bengal,Kaliaganj,NANI GOPAL ROY,M,71,SC,CPI(M),,,69626,175282,155048,1,1,LF
194,2006,West Bengal,Kaliaganj,PRAMATHA NATH RAY,M,63,SC,INC,,,67344,175282,155048,2,0,UPA
195,2006,West Bengal,Kaliaganj,SHEKHAR ROY,M,46,SC,AITC,,,10230,175282,155048,3,0,NDA
196,2006,West Bengal,Kaliaganj,JAYDEB DEBSHARMA,M,41,SC,IND,,,2598,175282,155048,4,0,Others
197,2006,West Bengal,Kaliaganj,BINAY ROY,M,36,SC,BSP,,,1596,175282,155048,5,0,UPA
198,2006,West Bengal,Kaliaganj,JAGADISH BARMAN,M,35,SC,IND,,,1487,175282,155048,6,0,Others
199,2006,West Bengal,Kaliaganj,JAGADISH RAJBHAR,M,51,SC,CPI(ML)(L),,,1288,175282,155048,7,0,Others
200,2006,West Bengal,Kaliaganj,DANESH CHANDRA ROY,M,29,SC,SP,,,667,175282,155048,8,0,Others
201,2006,West Bengal,Kushmandi,NARMADA CHANDRA ROY,M,50,SC,RSP,,,66131,159657,141187,1,1,LF
202,2006,West Bengal,Kushmandi,RAJIB LOCHAN SARKAR,M,58,SC,INC,,,43915,159657,141187,2,0,UPA
203,2006,West Bengal,Kushmandi,JITENDRA NATH SARKAR,M,52,SC,AITC,,,21503,159657,141187,3,0,NDA
204,2006,West Bengal,Kushmandi,SIBEN SARKAR,M,41,SC,IND,,,3576,159657,141187,4,0,Others
205,2006,West Bengal,Kushmandi,ANIRUDDHA ROY,M,31,SC,IND,,,1761,159657,141187,5,0,Others
206,2006,West Bengal,Kushmandi,GOURANGA BARMAN,M,46,SC,CPI(ML)(L),,,1605,159657,141187,6,0,Others
207,2006,West Bengal,Kushmandi,SASHADHAR ROY,M,36,SC,IND,,,1417,159657,141187,7,0,Others
208,2006,West Bengal,Kushmandi,DIPESH SARKAR,M,28,SC,BSP,,,1218,159657,141187,8,0,UPA
209,2006,West Bengal,Itahar,SRIKUMAR MUKHERJEE,M,53,GEN,CPI,,,66768,166720,145001,1,1,LF
210,2006,West Bengal,Itahar,AMAL ACHARJEE,M,48,GEN,INC,,,66028,166720,145001,2,0,UPA
211,2006,West Bengal,Itahar,ABEDIN DR. ZAINAL,M,47,GEN,AITC,,,6581,166720,145001,3,0,NDA
212,2006,West Bengal,Itahar,JAYANTA SARKAR,M,29,GEN,IND,,,1999,166720,145001,4,0,Others
213,2006,West Bengal,Itahar,SULEMAN HAFIJI,M,51,GEN,CPI(ML)(L),,,1370,166720,145001,5,0,Others
214,2006,West Bengal,Itahar,UJJWAL KUMAR RAY,M,35,GEN,IND,,,1151,166720,145001,6,0,Others
215,2006,West Bengal,Itahar,SHOVAN LAL MITRA,M,54,GEN,SP,,,960,166720,145001,7,0,Others
216,2006,West Bengal,Gangarampur,NARAYAN BISWAS,M,49,GEN,CPI(M),,,90393,192795,173230,1,1,LF
217,2006,West Bengal,Gangarampur,BIPLAB MITRA,M,53,GEN,AITC,,,69576,192795,173230,2,0,NDA
218,2006,West Bengal,Gangarampur,LUTFAR RAHAMAN,M,50,GEN,INC,,,6557,192795,173230,3,0,UPA
219,2006,West Bengal,Gangarampur,SAMU SOREN,M,46,GEN,IND,,,3510,192795,173230,4,0,Others
220,2006,West Bengal,Gangarampur,AKSHAY SARKAR,M,38,GEN,IND,,,1885,192795,173230,5,0,Others
221,2006,West Bengal,Gangarampur,HIREN ROY,M,45,GEN,BSP,,,1247,192795,173230,6,0,UPA
222,2006,West Bengal,Tapan,KHARA SOREN,M,58,ST,RSP,,,74414,148472,131102,1,1,LF
223,2006,West Bengal,Tapan,COLUMBUS TIRKI,M,49,ST,BJP,,,29592,148472,131102,2,0,NDA
224,2006,West Bengal,Tapan,LAKSHIRAM HEMRAM,M,60,ST,INC,,,19078,148472,131102,3,0,UPA
225,2006,West Bengal,Tapan,MUNSI TUDU,M,51,ST,IND,,,3053,148472,131102,4,0,Others
226,2006,West Bengal,Tapan,KALIDAS TAPNA,M,29,ST,IND,,,2681,148472,131102,5,0,Others
227,2006,West Bengal,Tapan,MATILAL HASDA,M,59,ST,BSP,,,2267,148472,131102,6,0,UPA
228,2006,West Bengal,Kumarganj,MAFUJA KHATUN,F,35,GEN,CPI(M),,,75769,175400,155645,1,1,LF
229,2006,West Bengal,Kumarganj,AHMAD ALI SARDAR (MOULANA SAHEB),M,67,GEN,AITC,,,65133,175400,155645,2,0,NDA
