id,year,statename,pcname,candidate,sex,age,category,party,general,postal,total,electors,polled,rank,win,alliance
207,2016,West Bengal,Phansidewa,None of the Above,NULL,NULL,ST,NOTA,,,2629,206362,181406,4,0,Others
208,2016,West Bengal,Phansidewa,JEMSHAN TIRKEY,M,25,ST,IND,,,2072,206362,181406,5,0,Others
209,2016,West Bengal,Phansidewa,LALU ORAON,M,58,ST,CPI(ML)(L),,,1596,206362,181406,6,0,Others
210,2016,West Bengal,Phansidewa,BIKASH BIRJU,M,27,ST,BMUP,,,1474,206362,181406,7,0,Others
211,2016,West Bengal,Phansidewa,SUSHIL LAKRA,M,55,ST,IND,,,1373,206362,181406,8,0,Others
212,2016,West Bengal,Chopra,HAMIDUL RAHAMAN,M,56,GEN,AITC,,,74390,209966,177988,1,1,Trinamool Alliance
213,2016,West Bengal,Chopra,AKRAMUL HOQUE,M,42,GEN,CPM,,,57530,209966,177988,2,0,Others
214,2016,West Bengal,Chopra,SAJEN RAM SINGHA,M,58,GEN,BJP,,,15815,209966,177988,3,0,NDA
215,2016,West Bengal,Chopra,ASHOK ROY,M,58,GEN,IND,,,15618,209966,177988,4,0,Others
216,2016,West Bengal,Chopra,SARKAR MURMU,M,42,GEN,JDP,,,4214,209966,177988,5,0,Others
217,2016,West Bengal,Chopra,NASEER AHMED KHAN,M,62,GEN,GOJAM,,,3531,209966,177988,6,0,NDA
218,2016,West Bengal,Chopra,DR MD TABIBUR RAHMAN,M,61,GEN,IND,,,2681,209966,177988,7,0,Others
219,2016,West Bengal,Chopra,None of the Above,NULL,NULL,GEN,NOTA,,,2655,209966,177988,8,0,Others
220,2016,West Bengal,Chopra,RUHIDAS URAW,M,45,GEN,BSP,,,1456,209966,177988,9,0,Others
221,2016,West Bengal,Islampur,KANAIA LAL AGARWAL,M,62,GEN,INC,,,65559,188269,149533,1,1,Mahajot
222,2016,West Bengal,Islampur,ABDUL KARIM CHOWDHARY,M,69,GEN,AITC,,,57841,188269,149533,2,0,Trinamool Alliance
223,2016,West Bengal,Islampur,SAUMYAROOP MANDAL,M,37,GEN,BJP,,,18668,188269,149533,3,0,NDA
224,2016,West Bengal,Islampur,None of the Above,NULL,NULL,GEN,NOTA,,,1943,188269,149533,4,0,Others
225,2016,West Bengal,Islampur,MD ARSAD,M,46,GEN,JD(U),,,1521,188269,149533,5,0,Mahajot
226,2016,West Bengal,Islampur,SEFALI ROY MONDAL,F,40,GEN,BSP,,,1164,188269,149533,6,0,Others
